longitude,latitude,name,address,city,state,zip,phone
-82.506315,35.395655,FLETCHER NC,5775 Asheville Hwy,Hendersonville,NC,28791,(828) 684-3931
-82.622849,35.601527,LEICESTER HWY,343 New Leicester Hwy,Asheville,NC,28806,(828) 285-8929
-82.526593,35.508699,RELO-ASHEVILLE N,1721 Hendersonville Rd,Asheville,NC,28803,(828) 277-7827
-82.5882,35.586718,ASHEVILLE-PATTON,950 Patton Ave,Asheville,NC,28806,(828) 252-5006
-82.455841,35.307467,HENDERSONVILLE 1,630 Spartanburg Hwy,Hendersonville,NC,28792,(828) 697-1672
-82.409531,35.296701,FLAT ROCK NCLE,101 Commercial Blvd,Flat Rock,NC,28731,(828) 692-4411
-82.204219,35.248497,COLUMBUS/H 108,300 W Mills Street,Columbus,NC,28722,(828) 894-2827
-82.445151,35.337746,HENDERSONVILE II,1909 Four Seasons Blvd,Hendersonville,NC,28739,(828) 697-6493
-81.940289,35.362685,SPINDALE/MAIN,810 W Main St,Spindale,NC,28160,(828) 287-5247
-82.320051,35.60984,BLACK MOUNTAIN,500 Nc Hwy 9,Black Mountain,NC,28711,(828) 669-5062
-82.50609,35.569568,ASHE-RIVER RIDGE,800 Fairview Rd,Asheville,NC,28803,(828) 298-8616
-82.544459,35.56754,ASHEVL-BILTMORE,35 Hendersonville Rd,Asheville,NC,28803,(828) 274-2308
-81.891825,35.334189,FOREST CITY-OAK,74 Bypass Tri City Mall,Forest City,NC,28043,(828) 245-8236
-82.180815,35.621367,OLD FORT-HWY 70,548 Bat Cave Rd,Old Fort,NC,28762,(828) 668-9531
-82.533182,35.595474,ASHE/51 TUNNEL,51 Tunnel Rd,Asheville,NC,28805,(828) 254-6715
-81.858075,35.316978,FOREST CTY/WELLS,111 Wells Dr,Forest City,NC,28043,(828) 245-8555
-82.554098,35.624357,ASHEVILLE-MERRIM,755 Merrimon Ave,Asheville,NC,28804,(828) 252-8075
-81.863219,35.134477,CHESNEE,750 S Alabama Ave,Chesnee,SC,29323,(864) 461-5300
-82.01371,35.67636,MARION-HENDERSON,600 New West Henderson St,Marion,NC,28752,(828) 652-4900
-81.539415,35.277426,SHELBY,206 East Dixon Blvd,Shelby,NC,28150,(704) 487-1426
-81.665746,35.246162,BOILING SPRINGS,213 South Main Street,Boiling Springs,NC,28152,(704) 434-5512
-81.485206,35.268441,SHELBY/DIXON BLV,2001 E. Cleveland Mall,Shelby,NC,28150,(704) 487-8855
-81.47857,35.157093,BLACKSBURG SC (L,116 Priester Road,Blacksburg,SC,29702,(864) 839-0054
-81.36366,35.238857,KINGS MOUNTAIN,1013 Shelby Rd,Kings Mountain,NC,28086,(704) 739-4463
-81.368529,35.385616,HWY 150,1000 E Church St,Cherryville,NC,28021,(704) 435-5678
-81.332612,35.228003,I-85/HWY 161,725 York Rd,Kings Mountain,NC,28086,(704) 734-1550
-81.216847,35.25927,WEST FRANKLIN,1927 W Franklin Blvd,Gastonia,NC,28052,(704) 865-0881
-81.190363,35.316472,DALLAS,3117 Dallas Hi-Shoals Hwy,Dallas,NC,28034,(704) 922-8335
-81.237872,35.477093,LINCOLNTON,1419 E Main St,Lincolnton,NC,28092,(704) 732-7595
-81.170375,35.233236,UNION ROAD,2115 Union Road,Gastonia,NC,28052,(704) 852-3861
-81.209636,35.480249,LINCOLNTON NC II,2530 E Main Street,Lincolnton,NC,28092,(704) 735-8831
-81.15351,35.262747,EAST FRANKLIN,1500 E Franklin Blvd,Gastonia,NC,28052,(704) 772-4121
-81.211591,35.107606,CLOVER,905 Bethel Street,Clover,SC,29710-4123,(803) 222-1064
-81.133754,35.226838,GASTONIA NC (HOF,1909 Hoffman Road,Gastonia,NC,28056,(704) 867-1623
-81.125185,35.259623,FRANKLIN SQUARE,2998 E Franklin Blvd,Gastonia,NC,28054,(704) 853-3716
-81.656724,35.72365,NC 18 E I40,2211 S Sterling St,Morganton,NC,28655,(828) 433-9919
-81.466319,35.718494,"STO-ICARD, NC",7841 Old Nc 10,Icard,NC,28666,(828) 397-5633
-81.709992,35.735033,MORGANTON,901 W Union,Morganton,NC,28655,(828) 437-8550
-81.567525,35.743753,64/70 VALDESE,443 Main St W,Valdese,NC,28690,(828) 879-9363
-80.94444,35.327246,CHARLOTTE - CALL,9725 Callabridge Ct,Charlotte,NC,28216,(704) 398-2221
-80.844116,35.308588,CHARLOTTE/SUNSET,5005 Sunset Ln,Charlotte,NC,28269,(704) 596-0954
-80.853472,35.269224,CHARLOTTE-FORD,2518 Beatties Ford Rd,Charlotte,NC,28216,(704) 392-1125
-80.86129,35.346935,CHARLOTTE NC (NO,9414 Northlake West Dr,Charlotte,NC,28216,(704) 392-6997
-80.968509,35.291239,CHARLOTTE MT HOL,2851 Sonoma Valley Dr,Charlotte,NC,28214,(704) 259-7644
-80.88444,35.238241,CHARLOTTE-FREEDM,2745 Freedom Dr,Charlotte,NC,28208,(704) 285-8309
-80.923769,35.228864,CHARLOTTE - BILL,2820 Boyer St,Charlotte,NC,28208,(704) 399-1225
-80.980053,35.255502,CHARLOTTE,2603 Sam Wilson Rd,Charlotte,NC,28214,(704) 395-6008
-80.794014,35.276973,CHRLOT-SUGR CREK,1201 W Sugar Creek Rd,Charlotte,NC,28213,(704) 596-7501
-80.831151,35.370466,BRYTON,10249 Cane Creek Drive,Huntersville,NC,28078,(704) 992-5758
-80.797482,35.333715,CHESHIRE,6225 W Sugar Creek Rd,Charlotte,NC,28269,(704) 921-0681
-81.020463,35.288907,MT HOLLY,704 S Main St,Mount Holly,NC,28120,(704) 827-7879
-80.86553,35.201533,CHARLOTTE - SOUT,2625 South Blvd,Charlotte,NC,28209,(704) 523-7391
-80.865495,35.40648,HUNTERSVILLE NC,14220 Boren Street,Huntersville,NC,28078,(704) 875-9020
-80.772089,35.263419,N TRYON-CLT,5635 N. Tryon St.,Charlotte,NC,28213,(704) 509-0512
-80.802569,35.220047,CHARLOTTE-CENTRL,2301 Central Ave,Charlotte,NC,28205,(704) 826-3766
-80.886798,35.18451,SOUTH TRYO,4440 S Tryon St,Charlotte,NC,28210,(704) 523-6334
-80.748236,35.308545,UNCC,8900 J M Keynes Dr,Charlotte,NC,28262,(980) 938-8465
-80.747959,35.294535,HWY 49,8121 University City Blvd,Charlotte,NC,28213,(704) 596-0400
-81.043179,35.251737,BELMONT,505 N Main St,Belmont,NC,28012-3130,(704) 825-9711
-80.781693,35.213288,CHARLOTTE/SHP CT,3058 Eastway Dr,Charlotte,NC,28205,(704) 567-6549
-80.79575,35.192908,CHARLOTTE-WENDOV,1035 N Wendover,Charlotte,NC,28211,(704) 710-6850
-80.887593,35.16346,TYVOLA,413 Tyvola Rd,Charlotte,NC,28217,(704) 523-2779
-80.866589,35.44437,HUNTERSVILLE,16834 Statesville Rd,Huntersville,NC,28078,(704) 896-4930
-80.970072,35.163114,CHARLOTTE NC (BE,9320 Steele Creek Road,Charlotte,NC,28273,(704) 583-9274
-80.73578,35.236245,W.T. HARRIS,5800 E Wt Harris Blvd,Charlotte,NC,28215,(704) 567-9433
-80.732055,35.373806,CONCORD MILLS NC,3020 Derita Road,Concord,NC,28027,(704) 510-1666
-80.833018,35.148694,SOUTH PARK,6428 Fairview Rd,Charlotte,NC,28210,(704) 362-0676
-80.738223,35.20342,CHARLOTTE-ALBMRL,6301 Albemarle Rd,Charlotte,NC,28212,(704) 535-5355
-80.759386,35.183265,MERIDIAN PLACE,720 Meridian Center,Charlotte,NC,28212,(704) 536-2991
-80.997677,35.444439,DENVER - WATERSI,171 Nc Hwy 16,Denver,NC,28037,(704) 820-0508
-80.712269,35.366858,KINGS GRANT,7810 Lyles Lane,Concord,NC,28027,(704) 979-0298
-80.765012,35.441695,RENAISSANCE,11198 Davidson Hwy,Davidson,NC,28036,(704) 439-0167
-80.876478,35.483789,CORNELIUS-TORCHA,20500 Torrence Chapel Rd,Cornelius,NC,28031,(704) 892-8791
-80.689748,35.186929,MINT HILL,9150 Lawyers Rd,Mint Hill,NC,28227,(704) 545-6210
-80.645915,35.322953,"HARRISBURG, NC (",6700 Kee Lane,Harrisburg,NC,28075,(704) 455-7850
-80.738083,35.138592,GALLERIA,1620 Sardis Rd,Charlotte,NC,28209,(704) 844-9707
-80.675574,35.420335,AFTON RIDGE,5051 Bayfield Pkwy,Kannapolis,NC,28027,(704) 788-2848
-80.71371,35.136301,WINDSOR SQUARE,9607 E Independence Blvd,Matthews,NC,28105-4627,(704) 847-0650
-80.63436,35.223992,ALBEMARLE AND CR,10720 Woodland Beaver Rd,Charlotte,NC,28215,(704) 215-4026
-80.653349,35.435405,CONCORD/ HWY 73,4550 B Davidson Hwy,Concord,NC,28027,(704) 721-0808
-80.667622,35.466119,KANNAPOLIS,5040 Dogwood Blvd,Kannapolis,NC,28081,
-80.607731,35.396749,CABARRUS,730 Cabarrus Ave W,Concord,NC,28027,(704) 788-2703
-80.855096,35.55475,MOORESVILLE GATE,107 Gateway Blvd,Mooresville,NC,28115,(704) 799-2683
-80.901278,35.569141,MOORESVILLE NC (,1090 Brawley School Road,Mooresville,NC,28117,(704) 664-0983
-80.623633,35.141772,MINT HILL,14522 Lawyers Rd,Matthews,NC,28104,(704) 882-4182
-80.788815,35.561175,CODDLE CREEK,1268 Coddle Creek Highway,Mooresville,NC,28115,(980) 499-5013
-80.607446,35.439975,CONCORD-HWY 29 N,1511 Hwy 29 N,Concord,NC,28025,(704) 786-1821
-80.986421,35.584281,LAKE NORMAN,3961 Village Ctr S,Sherrills Ford,NC,28673,(704) 325-5042
-80.549323,35.371365,CONCORD NC (SOUT,3405 Us Highway 601 S,Concord,NC,28025-0490,(704) 788-2133
-80.865532,35.594225,MOORESVILL,497 River Hwy,Mooresville,NC,28117,(704) 799-1947
-80.611624,35.490519,KANNAPOLIS,350 S Cannon Blvd,Kannapolis,NC,28081,(704) 754-8097
-80.588946,35.465796,"CONCORD, DALE EA",2401 Wonder Dr,Kannapolis,NC,28083,(704) 786-5822
-80.817316,35.595503,MOORESV-PLAZA,109 Limerick Drive,Mooresville,NC,28115,(704) 663-3773
-80.458437,35.254851,RELO-LOCUST NC,1878 W Main Street,Locust,NC,28097,(704) 888-1625
-80.853193,35.670652,TROUTMAN NC,1035 Charlotte Highway,Troutman,NC,28166,(704) 528-9222
-80.517449,35.608807,LOVES-SALI,1105 Peeler Rd,Salisbury,NC,28144,(704) 639-2277
-80.166911,35.348829,ALBEMARLE-MAIN,1820 E Main St,Albemarle,NC,28001,(704) 983-1711
-80.193189,35.386526,"ALBEMARLE, NC US",1906 Us Hwy 52 N,Albemarle,NC,28001-8505,(704) 982-1096
-80.266947,35.472229,RICHFIELD NC,121 N Highway 49,Richfield,NC,28137,(704) 463-1515
-79.899931,35.356589,TROY/ALBEMARLE,322 Albemarle Rd,Troy,NC,27371,(910) 576-2120
-80.41523,35.561655,ROCKWELL N,8775 Us Hwy 52 (Main St),Rockwell,NC,28138,(704) 279-9112
-79.797726,35.358489,"BISCOE, NC",Nc Highway 24/27,Biscoe,NC,27209,(910) 428-4457
-80.46306,35.662014,SALISBURY-,704 E Innes St,Salisbury,NC,28144,(704) 638-5566
-80.500624,35.6628,JAKE ALEXA,601 Jake Alexander Blvd,Salisbury,NC,28144,(704) 636-0939
-79.588302,35.266381,SEVEN LAKES NC,4191 Nc Highway 211,West End,NC,27376,(910) 673-2489
-79.404268,35.340211,CARTHAGE,950 Monroe Street,Carthage,NC,28327,(910) 947-6007
-79.48475,35.204223,TAYLORTOWN NC,260 Ivey Lane,Pinehurst,NC,28374,(910) 295-1112
-79.401763,35.22566,CARTHAGE CAPITAL,200 Capital Dr,Carthage,NC,28327,
-79.416175,35.154372,ABERDEEN-RT. 1,1703 North Sandhills Blvd,Aberdeen,NC,28315,(910) 944-7280
-79.216544,35.442013,TRAMWAY,1909 Pendergrass Road,Sanford,NC,27330,(919) 776-0133
-79.199032,35.487139,SANFORD-SPRNG LN,1001 Spring Ln,Sanford,NC,27330,(919) 774-4072
-79.145861,35.459005,SANFORD-HORNER,2502 S Horner Blvd,Sanford,NC,27332,(312) 758-5355
-79.046332,35.261683,SPOUT SPRINGS NC,935 Nc Highway 24-87,Cameron,NC,28326,(919) 499-0149
-79.438422,35.734052,SILER CITY,1703 E 11th St,Siler City,NC,27344,(464) 266-5488
-78.967017,35.256165,SPRING LAKE NC (,6851 Overhills Road,Spring Lake,NC,28390,(910) 890-4816
-78.803756,35.418642,LILLINGTON/RT 1,102 W Cornelius Harnett Blvd,Lillington,NC,27546,(910) 893-5049
-78.626961,35.317272,DUNN-HIGHWAY 421,1726 W Cumberland,Dunn,NC,28334,(910) 892-5553
-78.869834,35.15794,FAYETTEVILLE NC,6415 Ramsey Street,Fayetteville,NC,28311,(910) 480-0104
-78.595699,35.293122,DUNN NC II,1185 E Cumberland Street,Dunn,NC,28334,(910) 891-1293
-78.970788,35.161082,SPRING LAKE,207 Murchison Road,Spring Lake,NC,28390,(910) 985-7140
-78.741461,35.506514,ANGIER,52 S Raleigh Street,Angier,NC,27501,(919) 639-3354
-78.542917,35.377822,BENSON,600 E Main St,Benson,NC,27504,(919) 894-8503
-78.771722,35.593669,"FUQUAY-VARINA, H",1409 N Main Street,Fuquay-Varina,NC,27526,(919) 552-3190
-78.55507,35.516682,"BENSON, NC (MCGE",27 Crape Myrtle Drive,Benson,NC,27504,(919) 934-2037
-78.831152,35.636222,"HOLLY SPRINGS, N",7100 Gb Alford Highway,Holly Springs,NC,27540,(919) 552-4071
-78.42388,35.445823,FOUR OAKS NC,6163 Us 301 South,Four Oaks,NC,27524,(919) 963-2739
-78.379929,35.248228,HARNETT DUNN HWY,1501 Harnett Dunn Hwy,Newton Grove,NC,28366,(910) 594-1699
-78.566201,35.606552,GARNER II,50 Glen Rd,Garner,NC,27529,(919) 662-7934
-78.698542,35.665123,GARNER,7991 Fayetteville Rd,Raleigh,NC,27603,(919) 594-1323
-78.795713,35.704203,MILLPOND,3494 Kildaire Farm Rd,Cary,NC,27518,(919) 363-9960
-78.604464,35.68577,GARNER III,101 Timber Dr,Garner,NC,27529,(919) 662-9804
-78.3585,35.521769,SMITHFIELD-MILLS,884 W Market St,Smithfield,NC,27577,(919) 934-9306
-78.84506,35.721995,APEX RELO,830 E Williams St,Apex,NC,27502,(919) 303-1200
-78.58276,35.692591,GARNER WHITE OAK,110 Carillon Drive,Garner,NC,27529,(919) 771-2441
-78.470474,35.65036,CLAYTON,11351 Us 70 Business Highway West,Clayton,NC,27520,(919) 243-1139
-78.649547,35.724763,GARNER-US HWY 70,1567 Hwy 70 W,Garner,NC,27529,(919) 772-9496
-78.821615,35.744508,LAKE PINE,900 Us Hwy 64,Apex,NC,27523,(919) 380-0906
-78.035988,35.329111,GOLDSBORO,2740 S Us 117,Goldsboro,NC,27530,(919) 581-9483
-78.061784,35.212031,MT OLIVE-HWY 117,101 Nc 55 East,Mount Olive,NC,28365,(919) 658-5355
-78.023268,35.404542,GOLDSBORO-CLARID,1501 A West Us 70 Highway,Goldsboro,NC,27530,(919) 583-8565
-77.948386,35.372845,GOLDSBORO/BERKLE,300 N Berkeley Blvd,Goldsboro,NC,27530,(919) 778-5527
-77.96467,35.397182,GOLDSBORO-WAYNE,2002 Wayne Memorial Dr,Goldsboro,NC,27530,(919) 734-3920
-77.918651,35.341237,GOLDSBORO NC (HW,100 Mollie Drive,Goldsboro,NC,27534,(919) 778-6282
-78.29372,35.521747,335 US HWY 70 E.,335 Us Hwy 70 E,Selma,NC,27576,(919) 965-8379
-78.313995,35.519559,SMITHFIELD/H 301,1209 Brightleaf Blvd,Smithfield,NC,27577,(919) 934-3588
-78.129084,35.5935,KENLY 301 & GOLD,400 S Church St,Kenly,NC,27542,(919) 284-1015
-77.647985,35.261,KINSTON NC (HWY.,4194 W Vernon Avenue,Kinston,NC,28504,(252) 208-0045
-77.662968,35.440747,KING GOLD BLVD,1033 Kingold Blvd,Snow Hill,NC,28580,(252) 747-7231
-78.34814,35.65363,CLAYTON-FLOWERS,24 Flowers Commerce Drive,Clayton,NC,27527,(919) 243-8106
-77.582224,35.268363,KINSTON-VERNON,110 W Vernon Ave,Kinston,NC,28501,(252) 523-6665
-77.573857,35.238119,KINSTON-NEW BERN,612 E New Bern Road,Kinston,NC,28501,(252) 523-8925
-77.937817,35.722095,RELO-WILSON NC (,1454 Tarboro Street West,Wilson,NC,27893,(252) 237-8494
-77.435923,35.475181,AYDEN- SW CORNER,125 Hwy 1o2 W,Ayden,NC,28513,(252) 746-7858
-77.404978,35.550909,GREENVILLE NC (F,4125 S Memorial Drive,Winterville,NC,28590,(252) 756-0214
-77.35134,35.567169,GREENVL-HWY 43,3702 S Charles Blvd,Greenville,NC,27858,(252) 355-2822
-77.387858,35.574844,GREENVL-LANDMARK,3000 Landmark St,Greenville,NC,27834,(252) 756-3121
-77.308156,35.581798,GREENVILLE NC (H,4410 East 10th Street,Greenville,NC,27858,(252) 329-0295
-77.396187,35.592264,GREENVILLE,1300 West Arlington Dr,Greenville,NC,27834,(252) 321-1932
-77.335266,35.599477,GREENVL-GREENVL,2116 Se Greenville Blvd,Greenville,NC,27858,(252) 752-1006
-77.371787,35.606046,GREENVILLE-COTAN,310 E 10th St,Greenville,NC,27858,(252) 752-1119
-77.395164,35.608484,GREENV-MEMORIAL,632 N Memorial Dr,Greenville,NC,27834,(252) 758-1111
-77.086296,35.124368,GLENBURNIE,2831 Neuse Blvd,New Bern,NC,28562,(252) 514-2762
-77.092053,35.100024,NEW BERN-ROBIN,1703 Red Robin Ln,New Bern,NC,28562,(252) 638-5599
-77.066072,35.111374,NEW BERN 17 & 70,1921 Neuse Blvd,New Bern,NC,28560,(252) 633-3320
-77.366896,35.651688,GREENVILLE NC (E,2301 N Memorial Drive,Greenville,NC,27834,(252) 551-6130
-77.604895,35.617307,"FARMVILLE, NC (2",3410 Cooperative Way,Farmville,NC,27828,(252) 753-4064
-77.061324,35.559744,WASHINGTON-CAROL,1408 Carolina Ave,Washington,NC,27889,(252) 940-1501
-76.830805,35.142986,GRANTSBORO NC,11452 Nc Hwy 55 E,Grantsboro,NC,28529-9447,(252) 745-5010
-121.136129,36.202574,KING CTY-BROADWY,1350 Broadway Cir,King City,CA,93930-3528,(831) 385-4323
-120.363407,36.136847,COALINGA-W. ELM,396 W Elm Ave,Coalinga,CA,93210-1926,(559) 935-1740
-119.958823,35.986911,KETTLEMAN,27513 Ward Ave,Kettleman City,CA,93239,(559) 386-0406
-120.249507,36.253913,COALINGA-WDORRIS,25145 W Dorris Ave,Coalinga,CA,93210-9723,(559) 935-3614
-119.90002,36.263491,LEMOORE-NAS,870 Franklin Ave (Naval Air Station),Lemoore,CA,93246,(559) 998-6850
-119.271328,35.892362,"EARLIMART, CA AV",975 N Earlimart Avenue,Earlimart,CA,93219,(661) 849-8950
-119.246638,35.776318,DELANO-CECIL,907 Cecil Ave,Delano,CA,93215-1420,(661) 725-4646
-119.246993,35.746482,DELANO - WOOLOME,610 Woollomes Ave,Delano,CA,93215,(661) 720-9774
-119.572428,36.097738,CORCORAN,2003 Whitley Ave,Corcoran,CA,93212-2017,(559) 992-5833
-119.329974,36.180937,"TULARE, CA LOVE'",2710 S Blackstone St,Tulare,CA,93274,(559) 688-1182
-119.327373,36.197049,TULAR-BARDSLEY,1310 Bardsley Ave,Tulare,CA,93274,(559) 687-9258
-119.348558,36.213331,TULARE-E. CROSS,108 E Cross Ave,Tulare,CA,93274-2850,(559) 688-6169
-119.337336,36.226302,TULARE-PROSPERIT,768 E Prosperity Ave,Tulare,CA,93274,(559) 684-1308
-119.313378,36.226317,MOONEY&PROSPERIT,2182 E Prosperity Ave,Tulare,CA,93274,(559) 366-7076
-119.047267,36.079948,PORTERVILE/HENDE,1355 W Henderson Ave,Porterville,CA,93257-1456,(559) 781-5212
-119.008622,36.064889,PORTVILLE-E OLIV,379 E Olive Ave,Porterville,CA,93257-4871,(559) 781-3382
-119.103064,36.202981,LINDSAY-HWY 65,208 N Hwy 65,Lindsay,CA,93247-2701,(559) 562-4567
-119.313118,36.297756,VISALIA-III,3636 S Mooney Blvd,Visalia,CA,93277-8019,(559) 738-0188
-119.348595,36.312534,AKERS/WALNUT,5215 W Walnut,Visalia,CA,93277,(559) 636-3323
-119.331398,36.32803,VISALIA II,3636 W Mineral King Ave,Visalia,CA,93277,(559) 732-1182
-119.276599,36.325245,VISALIA IV,1401 E Noble Ave,Visalia,CA,93292-3042,(559) 627-2318
-119.348959,36.341362,GOSHEN-GOSHEN &,5205 W Goshen,Visalia,CA,93291,(559) 636-0494
-119.156275,36.29771,EXETER,1109 W Visalia Rd,Exeter,CA,93221-2204,(559) 592-5810
-115.986045,36.209146,PAHRUMP,710 S Hwy 160,Pahrump,NV,89048,(775) 727-8765
-115.206946,35.99722,SOUTHERN HIGHLAN,10590 Southern Highlands Parkway,Las Vegas,NV,89141,(702) 270-4153
-115.138927,35.9901,ST ROSE/MARYLAND,3452 St Rose Pkwy,Henderson,NV,89052,(725) 772-0636
-115.171984,36.012571,LAS VEGAS & SILV,9760 S. Las Vegas Blvd.,Las Vegas,NV,89183,(702) 896-3000
-115.135282,36.012769,SILVERADO RANCH,1343 Silverado Ranch,Las Vegas,NV,89123,(702) 269-8623
-115.243848,36.021602,RAINBOW/BLUE DMD,6915 Blue Diamond Road,Las Vegas,NV,89124,(702) 361-2868
-115.112948,36.006667,ST ROSE/EASTERN,10020 S Eastern,Henderson,NV,89052,(702) 269-4166
-115.27792,36.020868,BLUE DIAMOND & G,8556 Blue Diamond Rd,Las Vegas,NV,89178,(702) 263-7109
-115.191449,36.039296,BLUE DIAMOND AND,3885 Blue Diamond Rd,Las Vegas,NV,89139,(702) 431-1655
-115.117908,36.041879,LV-WINDMILL/EAST,8120 S Eastern,Las Vegas,NV,89123,(702) 896-5353
-115.171403,36.056504,LV/WRM SPGS,7310 S Las Vegas Blvd,Las Vegas,NV,89123,(702) 269-6322
-115.241972,36.061777,SOUTH RAINBOW &,6990 S Rainbow Road,Las Vegas,NV,89118,(702) 269-7640
-115.063052,36.025037,VALLE VERDE/LK M,65 South Valle Verde Drive,Henderson,NV,89012,(702) 263-1002
-115.08302,36.053454,GREEN VALLEY,2217 N Green Valley,Henderson,NV,89014-5024,(702) 454-3485
-115.29718,36.063631,NEC FT APACHE&MA,6850 S Fort Apache Road,Las Vegas,NV,89148,(725) 204-7711
-115.278794,36.071053,SUNSET & DURANGO,6480 S Durango,Las Vegas,NV,89113,(702) 263-3569
-115.115373,36.071926,SUNSET/EASTERN,2550 E Sunset Rd,Las Vegas,NV,89120-3513,(702) 795-0435
-115.20918,36.08607,DECATUR,5047 W Russell Rd,Las Vegas,NV,89118,(702) 581-4376
-115.172226,36.090052,AKITA PLAZA,3999 S LAS VEGAS BLVD (By Mandalay Bay),Las Vegas,NV,89119,(702) 739-3423
-115.186314,36.100511,LV-W TROPICANA,3451 W Tropicana,Las Vegas,NV,89118,(702) 736-2357
-115.224055,36.100384,TROPICANA &JONES,6020 W Tropicana,Las Vegas,NV,89103,(702) 222-1922
-115.046683,36.064001,SUNSET/STEPHANIE,601 N Stephanie,Henderson,NV,89014,(702) 898-1881
-115.137484,36.101743,LV TROP-MARYLAND,4855 S Maryland Pky,Las Vegas,NV,89119,(702) 891-0803
-115.172174,36.108489,HARMON AND LAS V,3717 S LAS VEGAS BLVD (By Planet HLWD),Las Vegas,NV,89109,(702) 891-0586
-115.105034,36.099634,TROPICANA AND PE,3229 E Tropicana Ave,Las Vegas,NV,89121-7328,(702) 433-2627
-115.195923,36.114432,THE PALMS,4321 W FLAMINGO RD (The Palms),Las Vegas,NV,89103,(702) 507-5114
-115.2979,36.099361,TROP/FT APACHE,9415 W Tropicana,Las Vegas,NV,89147,(702) 220-3942
-115.209057,36.114913,FLAMINGO/DECATUR,4945 W Flamingo Rd,Las Vegas,NV,89103,(702) 365-8233
-115.261857,36.115045,BUFFALO FL,4075 S Buffalo Dr,Las Vegas,NV,89117,(702) 247-6300
-115.171921,36.120085,MCDONALDS-LAS VE,3475 S LAS VEGAS BLVD (Harrah's),Las Vegas,NV,89109,(424) 444-1169
-114.962863,36.013086,HEN-COLLEGE/HORI,701 E Horizon,Henderson,NV,89015,(702) 565-1465
-115.119567,36.114261,FLAMINGO/EASTERN,4105 S Eastern,Las Vegas,NV,89119,(702) 678-6300
-115.013006,36.065356,SUNSET & BOULDER,220 W Sunset Rd,Henderson,NV,89011,(702) 558-6288
-115.154446,36.122028,LV-PARADISE&TWAI,3700 S Paradise Rd,Las Vegas,NV,89109-4605,(702) 731-5756
-114.98426,36.042519,BOULDER-LAKEMEAD,310 N Boulder Hwy,Henderson,NV,89015,(702) 565-7222
-115.138063,36.119999,MARYLAND PARKWAY,3815 S Maryland Pky,Las Vegas,NV,89109,(702) 735-2266
-115.222387,36.12523,SPRING MOUNTAIN,5947 Spring Mountain Rd,Las Vegas,NV,89103,(702) 888-1692
-115.308197,36.114724,FLAMINGO & 215,4135 South Grand Canyon Drive,Las Vegas,NV,89147,(702) 431-2435
-115.279707,36.125491,SPRING MOUNTAIN,8635 W Spring Mountain,Las Vegas,NV,89146,(702) 804-6333
-115.06358,36.108554,BOULDER HWY WM,5198 BOULDER HIGHWAY (Walmart #3350),Las Vegas,NV,89121,(702) 855-0042
-115.1633,36.135565,VIVA MCDONALDS,2896 S Las Vegas Blvd,Las Vegas,NV,89109,(702) 732-3207
-115.066655,36.113822,BOULDER HIGHWAY,4934 Boulder Hwy,Las Vegas,NV,89121-3016,(702) 434-1831
-115.062298,36.112779,SAM'S TOWN,5111 BOULDER HWY (Sam's Town),Las Vegas,NV,89122,(702) 434-2560
-115.109418,36.130033,LV-DESERT/PECOS,3020 Edesert Inn Rd,Las Vegas,NV,89121,(702) 892-9670
-115.200181,36.143978,SAHARA   A,4401 W Sahara Ave,Las Vegas,NV,89102,(702) 873-1707
-115.177237,36.14478,SAHARA/PASEO DEL,2650 W Sahara,Las Vegas,NV,89102,(702) 362-3446
-115.155041,36.143994,LV SAH/PARA,2248 Paradise Rd,Las Vegas,NV,89104,(702) 796-0664
-115.242584,36.145722,SAHARA & RAINBOW,2340 S Rainbow,Las Vegas,NV,89102-2977,(702) 227-3924
-115.137393,36.143564,SAHARA MAR,1195 E Sahara Ave,Las Vegas,NV,89109,(702) 457-0488
-115.156379,36.147618,LV STRATOSPHERE,2000 S LAS VEGAS BLVD (The Strat),Las Vegas,NV,89104,(702) 678-5115
-115.162624,36.158525,CHARLESTON/VEGAS,1601 W Charleston Blvd,Las Vegas,NV,89102-2333,(702) 384-0019
-115.233748,36.159499,CHARLES-TORR,6360 W Charleston,Las Vegas,NV,89146,(702) 258-0298
-115.064796,36.137388,V. VALLEY/NELLIS,2886 S Nellis Blvd,Las Vegas,NV,89122,(702) 431-5869
-115.263073,36.158616,CHARLESTON &BUFF,7851 W Charleston,Las Vegas,NV,89117,(702) 360-3595
-115.119297,36.158526,LV-CHAR/EASTERN,2050 E Charleston Blvd,Las Vegas,NV,89104,(702) 387-0166
-115.205498,36.16676,DECATUR-ALTA,4774 Alta Dr,Las Vegas,NV,89107,(702) 880-0527
-115.291036,36.161421,RAMPART & ALTA,900 S Rampart,Las Vegas,NV,89145,(702) 940-5469
-115.223553,36.174937,JONES AND 95,108 N Jones Blvd,Las Vegas,NV,89107,(702) 870-3032
-115.320344,36.159433,CHARLESTON,10290 W Charleston Blvd,Las Vegas,NV,89135,(702) 304-2637
-115.079754,36.159477,CHARLES LA,4400 E Charleston,Las Vegas,NV,89104,(702) 453-1233
-115.179801,36.180822,LV-WASH-RANCHO,2851 W Washington,Las Vegas,NV,89107,(702) 636-2003
-115.256453,36.181715,WASHGTN/BUFFALO,7530 W Washington,Las Vegas,NV,89128,(702) 240-4248
